text,label
"প্রেম করলেই স্বামী স্ত্রী হওয়া যায়না–একজন পল্টি মারলে বুঝবেন।.শালী কখনো বোন হতে পারে না–আড়ালে একা থাকলে বুঝবেন।.দেবর কখনো ভাই হতে পারে না--একটু চান্স দিলেই বুঝবেন।.কাজিন কখনো আপনার মায়ের সন্তান হতে পারে না–হাতে হাত রাখলে বুঝবেন।.বিপরীত লিংগের ফ্রেন্ড কখনো হালাল হয় না–চোখ কান খোলা রাখলে বুঝবেন।.ধর্মের ভাই-বোন,মা-বাপ বলতে কিছু নাই–স্বার্থের পরীক্ষায় পড়লে বুঝবেন।.টাকা কখনও সুখ আনেনা!টাকাওয়ালা হলে বুঝবেন!.মা-বাবার মতো আপন কেউ হয় না!মা-বাবা হারালে বুঝবেন!.স্বামীর চেয়ে বয়ফ্রেন্ড,স্ত্রীর চেয়ে গার্লফ্রেন্ড উত্তম হয় না!সংসার ভাঙ্গলে বুঝবেন!.দুনিয়ার সম্পদের বড়াই পরিনতি জাহান্নাম!মরলে বুঝবেন!এগুলো শুধুমাত্র শয়তানের কৌশল ব্যাতিত কিছুই না",0
"মেয়েরা এমনিতেই অহংকারী হয় আর অহংকারের মতো কোন কিছু তাদের মাঝে থাকলে তারা Extra অহংকারী হয়। তাই হয়তো সাইন্সের মেয়েরা অহংকারী হয়।অপরদিকে সাইন্সের ছেলেরা অনেক বিনয়ী, নিরহঙ্কারী আর Extra talented হয় তাই নাটকে দেখানো হয়েছে।",0
"গল্পের স্ক্রিপ্ট ভালই..ছাত্রীর চরিত্রটার অভিনয় খুবই বিরক্তিকর, নেয়ার মত না.. সেই সাথে ছাত্রীর বাপ, আর বন্ধুর চরিত্রটাও বাজে.. আর ঢাবি-বুয়েট ক্যাম্পাস যদি দেখাত আরো ভাল লাগত",0
"স্টোরিটা ভাল লাগছে কিন্তু কিছু সিন ভাল লাগলো না #আরফান ভাইয়ের নাটক এমনিতেই ভাল লাগে , অশ্লিল সিন গুলো দেয়ার কোনো প্রয়োজন ছিলো না । আশা করি বুঝতে পারছেন কী বলতে চাইছি । আমি সহ আরো অনেক #আরফান ভাইয়ের ফ্যানের কাছে এটা ভাল লাগলো না । আশা করি এমন কিছু সামনে আর দেখতো পাবো না । একটা কথা বাংলা সিনেমার চেয়ে বাংলাদেশি নাটক অনেক প্রিয় বাংলার মানুষের কাছে । আমি #আরফান ভাইয়ের একটা ছোট্ট ফ্যান হিসেবে এই কথা গুলো বললাম যদি কিছু ভুল বলে থাকি ক্ষমার চোখে দেখবেন ।",0
"এতো সুন্দর নাটকে ডিসলাইক দিলাম।কারণ একটাই- প্রপোজ করলো নিশোই আগে, ব্রেক আপও করলো নিশো নিজেই, অথচ সব কিছুই ঠিকঠাক করলো তিশা। প্রেমের টানটাও তিশার বেশিই দেখানো হয়েছে।কিন্তু নিশো তো কিছুই করলো না।হতাশ হয়েছি এইজন্য।দুজনের একে অপরের প্রতি আসক্তি টা সমান হওয়া উচিৎ ছিলো- যেটা ফুটে উঠেনি।ভেরি স্যাড।",0
"বিদেশে গিয়া অশ্লিলতাকে পূঁজি করে নাটক বানায়ছে, ছিঃ ছিঃ আফরান নিশো…ফেবারিট ছিলে মনে সংশয় ঢুকিয়ে দিলে ,ভাল করনি, বছরকে বছর যে পরিশ্রম করে এই অবস্থানে এসেছো তোমার পতনের জন্য এমন একটা ন্যাংটা মার্কা নাটকই যথেষ্ট",0
"ইদানীং বাংলা নাটকের মান ক্রমশ নিম্নতর হয়েযাচ্ছে। নাটকের তেমন কোন স্টোরি কিংবা ভালোক্রিপ্ট কিছুই নেই। পরিচালরা কিছু সস্তা কমেডিসিন আর লুতুপুতু মার্কা প্রেম কাহিনী দেখিয়েদর্শকদের গেলানোর চেষ্টা করছেন। আর আশ্চর্যজনকব্যাপার হলো ইউটিউবে তা মিলিয়ন মিনিয়ন ভিউওহয়ে যায়। এ সব নাটকের মূল প্লট থাকে শহরে কোনভাবে দুইজন যুবক যুবতীর দেখা অতপর কিছু ঘুরাফিরাএদিকওদিক করে প্রেম পর্যন্ত গড়ানো। শেষে হয় কিমেয়ের ফ্যামিলি মেনে নেয় না কিংবা অন্যত্রেবিয়ে ঠিক এসব। নির্মাতারাও সার্থক কারন তারাএসব গিলিয়ে লভ্যাংশ উঠিয়ে নিচ্ছে। আর নাটকেরকাস্টিংও হয়ে গেছে জঘন্য। ঘুরে ফিরে এই ৪ জনঅভিনেতা (অপুর্ব,আফরান নিশো, জোভান, তৌসিফ)আর ৪ জন অভিনেত্রী (মেহজাবিন, তানজিন তিশা,সাবিলা নূর, সাফা কবির) এদের ছাড়া আর কাউকেদেখাই যায় না। মাত্রারিক্ত কাজ দেখলেবিরক্তিকর লাগে। অপুর্বের বড় ছেলে নাটক হিটহওয়ার পর পরিচালকরা তাকে দিয়ে সেই বেকারযুবক আর মেহজাবিনকে দিয়ে কান্নার রোলগুলোসারিয়ে নেয়। অন্যদিনে জোভান, তৌসিফেরএকঘেয়ে মার্কা এক্টিং তো আছেই। আফরান নিশোএকজন ভালো অভিনেতা কিন্তু তার অভিনীতনাটকগুলো মানহীন হয়ে যাচ্ছে। বিশেষ করে দুইএকটা কমেডি সিন ঢেলে দিয়ে নাটক বানিয়েফেলছে। যেমন একটা রেস্টুরেন্ট এর কমেডি সিনেহয়ে যাচ্ছে X Girlfriend, X Boyfriend আবার এবার ইদেহাজির হচ্ছে X Wife নিয়ে। অভিনেত্রী বলতে গেলেতানজিন তিশা আর সাফা কবিরকে নিয়ে কিচ্ছুবলার নেই। সাবিলা নূর ইদানীং ন্যাকামো থেকেএকটু বেরিয়ে আসছে। যাই হোক পরিচালকরা কি নতুনকাওকে সুযোগ দিতে পারে না? নাকি এই ৮ জনেরবাইরে কারো অভিনয় যোগ্যতা নেই?",0
"যারা ওড়না নিয়ে এত অস্থির হচ্ছেন তাদের উদ্দ্যেশ্যে দুটি কথা, এত কিছু থাকতে মেয়েটার বুকের দিকে চোখ যায় কেন.? নিজেদের মানষিকতা আর দৃষ্টিভংগী বদলান । আর তা না করতে পারলে দুইটা বোরখা একসাথে পরলেও আপনাদের ওই দিকেই চোখ যাবে।এত সুন্দর একটা নাটক থেকেও অশ্লীলতা না দেখে পজেটিভ দিক গুলোই শেখার চেষ্টা করুন। ভুল হলে মাফ করবেন।",0
"বাইরে মেয়েছেলে কি করে বলতে গেলে মা বাবা তা জানেইনা..যখন বিশাল প্রব্লেম হয় তখন গিয়ে মা বাব জানে,,আসলে ছেলেমেয়ে  খারাপ পথে যাওয়ার পিছনে মা বাবাই বেশী দায়ী.. প্রতিটি ছেলেমেয়ের প্রতি মা বাবার ভাল খেয়াল রাখা উচিৎ.।আমাদের ইসলাম প্রতিটি বেপারে খুব সুন্দর পথ দেখিয়েছেন আমাদের যে পথে শুধু কল্যাণ..আমরা মানতে পারিনা বলে আজজ হাজারো সমস্যা আমাদের চারিদিকে..।পরিচালক অনেক কিছুই তুলতে চেয়েও ভাল করে তুলতে পারেনি আমার ধারণা..।",0
আসসালামু আলাইকুম..কন্সেপ্ট ভালো ছিলো..ইসলামকে রিপ্রেজেন্ট করা..তবে শুনতে খারাপ শুনা গেলেও এটা সত্য ইসলাম এতো সহজ বিষয় না..এখানে পর্দার উদ্দেশ্যে হিযাব পরিয়ে থাকলে বলতে চাই পর্দা মানে নিজের চুল কভার করা না..নিজেকেই আড়াল করে রাখা..নিজেকে সংরক্ষিত রাখা..হ্যাঁ ইসলামে এটাকেই পর্দা বলে এই নাটকের নায়িকা চরিত্রের এটা কে পর্দা বললে পর্দার অসম্মান আর ইসলামকে ভুলভাবে সবার সামনে উপস্থাপন করা ছাড়া আর কিছুই হবে না..একে তো ওড়না ঠিক নেই তারপর আবার এত্ত ডার্ক কাজল!!!...এটাই কি পর্দা??..ইসলাম কি এটাই শিখিয়েছে আমাদের???..,0
নাটকে সব কিছু ঠিক আছে..কিন্তু নাটকের নাইকা কে নিয়ে প্রশ্ন..হিজাব তো ঠিকিই পরেছে..পর্দা ও করেছে..কিন্তু যেটা যেখান কার জিনিস সেখানে নাই..আজ আমাদের সমাজে এতো ধ্বর্ষণ /অশান্তি কেন জানেন..আপনাদের মতো কিছু নির্মাতার জন্য..আজকে নারী সমাজ আপনাদের দেখে শিখছে..নাটক/সিনেমায় যেমন পোষাক ব্যবহার করতেছে..বাস্তবে সেটা করতে গিয়ে প্রতি নিয়ত নারী হচ্ছে অপমানিত..হচ্ছে ধ্বর্ষণ..আর দোস দেন পুরুষ মানুষে..আজ আপনাদের জন্য নারীদের এমন অবস্থা..,0
"হিজাবও পরবা নামাজও পডবা তজবিও জপবা সাথে অবৈধ প্রেমও চালিয়ে যাবা আহা কি সুন্দর,  মনে রেখো মুসল্মান পাপকে পাপ না মনে করাও একটা পাপ।",0
"বরাবরই আপনার নাটক মানে আপনাকেই ভালোলাগে,,আপনার নাটক দেখলে অনেক হাসি পায়,এই কোলাহল ময় ভিবিন্ন ধরনের কষ্টের মাজে একটু হাসতে পারাটা অনেক পাওয়া,আপনার এই নাটকটি দেখে চোখের কোনে জল চলে আসলো তার পরেও আনন্দ আর ভালোলাগা পেয়েছি,অনেক সময় হেরে গিয়েও জেতা যায়,আপনার এই নাটকটা সেই ধরনের,কষ্টের মাজেও সুখ পেয়েছি।।।",0
"খুব বাজে, অপ্রয়োজনীয় ইমোশোনাল ব্লাকমেইল। আমরা সম্ভবত আরেকটা মোশয়াররফ করীম পেতে যাচ্ছি যার The end হবে বিরক্তি দিয়ে। নিশো ভাই, অনুরোধে ঢেকি গেলা বন্ধ করুন, কাজ কমিয়ে দেন। শুভকামনা ও ভালোবাসা।",0
আমাদের দেশের নাটক কি নাই যেমন মিউজিক তেমন বিনোদন তেমনি আপ সেট আমাদের দেশে কিছু কথিত  পন্ডিত আছে যারা নাকি সর্বদা বলে ইন্ডিয়া টিভি সিরিয়ালের সাথে বাংলাদেশের টিভি নাটক গুলা পাল্লা দিতে আমি তো মনে করি ইন্ডিয়ার নাটক এর চাইতে বাংলাদেশের নাটক অনেক মজার অন্ততপক্ষে আলগামি চুর্চ কামিইনাই আমাদের সেই সকল পণ্ডিতদের কে দেখলে যা রাগ উঠে গ্রামীণ ভাষায় নাটক করলে বলে ও শুদ্ধ ভাষায় কথা বলতে  সিম্পল ভাবে নাটক করলে বলে মা বাবার কারেক্টর নাই ভাই বোনের কারেক্টার নাই বাংলাদেশে একাত্তরের যুদ্ধে বীর বুদ্ধিজীবী মারা গেছে কই সময় যে কটা আলগা বুদ্ধিজীবী রইছে সেগুলো নাটক এর পিছনে লাগছে বিভিন্ন সময় তাদের টকশো শুনলে আলোচনা শুনলে মন চায় কাঁচামরিচ চোখে ডইলাদেই,0
তিশা আপু গালাগালি টা ত ভালো পারেন।মজা পেলাম।আপনার মুখ থেকে গালিগুলো শুনতে ভালো লাগে।আর আমরা গালাগালি করলে বাজে লাগে।,0
এক্স বয়ফ্রেন্ড টু চাই।শালির ঘরের শালি টা বেস্ট ছিল।মেয়েরা শত ভুল করে Just একবার Sorry বললেই সব ঠিক আর ছেলেরা একবার ভুল করে শত Sorry বললেও কিছুই ঠিক হয়না।,0
এখানে মেয়েটা যেটা করছে সেটা ভালবাসানা ! হ্যারেসমেন্ট যখন যা ইচ্ছা বলে গেছে ছেলেটাকে এবং পরে যখন দেখলো ছেলেটার মাঝে পরিবর্তন তখন সে আবার লোভে পড়ে গেছে এটাকে ভালবাসা বলে ???? ভালবাসার গুষ্টি চুদি,0
আর নাটকের লেখক কে লাভ লাভ লাভ আর বসকে কি বলব সে তো কোন তুলনা নেই না দেখলে কেন যেন মনটা আনচান আনচান করে আমার নাটক জগতের সেরা হিরো আরফান নিশো নাটকটি আমার জীবনের সাথে অধিকাংশ মিলে গেছে কিন্তু পাওয়াটা আমি নিজেই গ্রহণ করে নেই নি ব্রেকআপ নিজ থেকেই দেয়া হয়েছে তার কান্ড কারখানা দেখে এবং সে নিজেই আসতে চেয়েছিল কিন্তু কারা না হয়নি কারণ বয়স মাত্র  বর্তমানে রানিং অভদ্র অশ্লীল মেয়েদের কাছ থেকে ভালোবাসা নয় তাদের কাছ থেকে দূরে থাকাই মনে করি বেটার লোভ-লালসা একটা পেয়ারা সারাদিন প্যারা দিয়ে থাকে এখন মনে হয় যে আকাশে ওড়ে বাতাসে উড়াই নিজেকে নিজে একটুও ও রাতে চেষ্টা করে আরো ওরি,0
"ফাইজলামির একটা লিমিট থাকে ।।  কীভাবে বাংলাদেশ এর মতন এক দেশে এভাবে পবিত্র একটা নামের সাথে কুকুরের নাম দেওয়া হয়।। ঘৃণা হয় এসব থার্ড ক্লাস পরিচালক এবং অভিনেতাদের উপর।। ""ফাহিম"" - এই নামের অর্থ হচ্ছে ""বুদ্ধিমান""যে বা যারা এই নামটি কুকুরের সাথে ব্যাভার করে এই নাটক টি বানিয়েছে তারা নেহাত কুকুরের চেয়ে কম না।।  অস্বাস্থ্যকর মন মানসিকতা যাদের তারাই এমন কাজ করতে পারে।। নাম বিকৃতিকারীরা কখনোই জান্নাতে প্রবেশ করবে না।।  তাদের আমি আহবান করব এরকম মন মানসিকতা নিয়ে ইন্ড্রাস্টিতে টিকতে পারবেন না।।। তাই,  মাথায় ভালো কিছু থাকলে অবশয়্যই সেটার প্রতিই নজর দিবেন",0
"লেখাটা অভিনেতা শামীম সাহেবের জন্য,-----------শামীম সাহেব, জানি না লেখাটা আপনার নজরে আসবে কিনা, তবুও এখানেই লিখছি। .অনেক দিন আগে আপনি একটা ডবল মিনিং এবং ফালতু একটা ওয়েব সিরিজ করেছিলেন। তখন সবাই আপনার খুব সমালোচনা করেছিলো। এত সমালোচনা হয়ে ছিলো যে আপনি শেষে লজ্জা পেয়ে ফেসবুক লাইভে বলেছিলেন এবং কথা দিয়েছিলেন যে আপনি আর এরকম ধরনের নাটক আর করবেন না। এরপর আপনি বেশ কিছু ভালো নাটক উপহার দিয়েছেন এবং এখনও দিয়ে যাচ্ছেন। আলাদা করে ফ্যামিলি ক্রাইসিস ও ব্যাচেলর পয়েন্ট নাটকের কথা বলাই যায়। তবে আপনি কিন্তু এখন আর আপনার কথা রাখছেন না। আবার মানহীন, জঘন্য, অশ্লীল, ফালতু নাটকগুলো করা শুরু করেছেন। যেমন এই বাবার গার্লফ্রেন্ড নাটকটা। এই নাটকটা জঘন্য একটা নাটক হয়েছে। একটা সময়ে আমাদের বাংলা সিনেমা একটা অশ্লীল সময় পার করেছে। সেই অশ্লীল সময়ের অভিনেতারা ছিলেন আলেক্সান্ডার বো, ময়ূরী, পলি এবং আরো অনেকে। অশ্লীল সময়ের সিনেমার নায়ক নায়িকা বলতে মানুষ উনাদেরকে আগে চিনে। ঠিক তেমনি বাংলা নাটক এখন একটা অস্থির মানহীন সময় পার করতেছে। এমনটা যেন না হয় যে মানহীন সময়ের নাটকের অভিনেতা বলতে প্রথমেই আপনার নামটা চলে আসে। আপনার একজন শুভাকাঙ্ক্ষী হিসেবে ব্যাপারটা যেমন আপনার জন্য বিব্রতকর কর, ঠিক তেমনিভাবে আমাদের জন্যও খুব কষ্টের। আশা করি ভবিষ্যতে এরকম মানহীন নাটকে আপনাকে আর পাওয়া যাবে না। ভালো থাকবেন।+++++++++++++++++++++++ডিয়ার পরিচালক / ইয়ামিন ইলান, থাপ্পড় মেরে আপনার গালের ৩২টা দাঁত ফেলে দেয়া উচিৎ। বিঃদ্রঃ স্যরি, এর থেকে ভালো করে আপনাকে আর কিছু বলতে পারলাম না।",0
খুব বাঝে তবে বাবার বিয়ে নাটক টা জোস ছিলো এটা খুব বাজে।সরি নাটক প্রছন্দ হয়নি ডিরেক্টর ভালো নাটক উপহার দিতে পারেন নি আমাদের মাঝে. লাইক দিতে পারলাম না ডিসলাইক দিলাম।,0
"পুরাই ফালতু নাটক । এই রকম মুসলিম প্রধান দেশে এই রকম অশ্লীল নাটক আশা করা যায়না । বাংলা নাটকের  একটা আলাদা সুনাম আছে যা স্বপরিবার নিয়ে দেখা যায় । কিন্তু দুঃখের বিষয় হচ্ছে এখন কিছু ফালতু , অশিক্ষিত, কুরূচীপূর্ন লোকর আবির্ভাবে এই সুনাম টা ক্ষুন্ন হ চ্ছে ।",0
"এই শালা মোশারফ করিম আর কত ফাউল নাটক করবে!!! আগে করছিলো সিকান্দার বক্স. এখন দেখি এই খোর, সেই খোর. কয়েকদিন পর হয়তো দেখবো.. সেই মাগী খোর. এত বছর অভিনয় করার পর ও যদি বুঝতে না পারে কোনটা ভালো স্ক্রিপ্ট আর কোনটা ফাউল তাইলে অভিজ্ঞতার দামটা রইলো কই!!!নাটকটার রচয়িতা আশরাফুল চনচলরে পাইলে পুটকিতে বাশের কঞ্চি দিয়া ট্রস ট্রস করে বাড়ি দিতাম এই কারনে, এই রকম বালের কাহিনী মাথাই আসলো কি করে ওর!!!",0
ফালতু নাটক।তার মত একজন ভাল অভিনেতা এমন ফালতু নাটক করে কিভাবে। স্ক্রিপ্ট কি দেখে নাটক করে না??ছি!,0
আমাদের দেশে মানুষগুলোর সমস্যা হচ্ছে যখন যাকে ধরে তাঁকে নিয়ে নাচা নাচি করে ।এক সময় সবাই মোশাররফ করিম পাগল ছিল । এখন হইছে অপূর্ব নিশো পাগল ।তাই এটা ভালো লাগে না। মোশাররফ করিম অভিনয় পাল্টায় নাই ।মানুষের মন মানসিকতা পাল্টাইছে ।,0
"আগামাথা কিছু নাই গল্পের।পুরাই ভাড়ামু ছাড়া আর কিছুইনা।আগের সেই মোশাররফ করিমটা নষ্ট হয়ে গেছে। কোয়ান্টিটির বাড়ার  সাথে সাথে কোয়ালিটি কমে গ্যাছে।এটাই স্বাভাবিক।  উনার উচিত যথাযথ সময় দিয়ে ভাল মানের নাটকে অভিনয় করা। টাকা তো অনেক কামিয়েছে,  কি লাভ সামান্য কিছু টাকার জন্য আজাইরা গল্পের নাটকে কাজ করে রেপুটেশন নষ্ট করার।খুব খারাপ  লাগে মোশাররফ করিমের বর্তমানের নাটক গুলা দেখলে আফসুস ও লাগে।আগে কত অসাধারণ সব নাটক উপহার দিত। এখনকার মোশাররফ করিমকে সত্যি অপরিচিত মনে হয়।আগেরকার সেই মোশাররফ করিমের ছিটেফোঁটাও এখন খোঁজে পাইনা তার মাঝে।আশা করি শুভ বুদ্ধি উদয় হবে, দর্শক শ্রোতাদের বঞ্চিত করবেনা সামনের দিনগুলিতে",0
এ ধরনের অভিনয় আপনারা আর করবেন না। এটা থেকে  সুশিক্ষার চেয়ে বরং কুশিক্ষায় গ্রহণ করবে মানুষ। এটা পরকীয়া প্রেম পরিহারের চেয়ে  পরকীয়া করতে আরও উৎসাহিত করবে বলে আমার মনে হয়।,0
"নাটকের কাহিনী নিঃসন্দেহে ভাল৷ তবে নাট্যকার আরো একটু সচেতন হলে ভাল লাগতো৷ কয়েকদিন আগে বিয়ে হয়ে আসা নতুন বউয়ের মোবাইলে স্বামীর ফেসবুক স্ট্যাটাস দেখানো হলো, অথচ পুরনো প্রেমিকা তার আইডি জানে না, এটা গাঁজা৷ তাছাড়া নাটকে আধুনিক স্মার্টফোন দেখানো হয়েছে অথচ দুই বান্ধবী, নিজেদের যারা বেস্ট ফ্রেন্ড বলছে, তারা সামাজিক যোগাযোগ দ্বারা যুক্ত নয়, এমনকি নতুন বউ নিজের আইডিতে বিয়ের বা স্বামীর ছবি শেয়ার করলো না, এটাও গাঁজা৷ আসলে নাটকের ঘটনার সময়কাল আরো অতীত দেখিয়ে স্মার্টফোনের পরিবর্তে ফিচার ফোন ব্যবহার করলেই আর কোন সমস্যা থাকতো না৷ মনে রাখা উচিৎ দর্শকেরা ছাগল নয়৷",0
নাটক টা ডাউনলোড করেছিলাম৷ ভিউ দেখে ভাবছিলাম ভালো হবে হয়তো।।কমেন্ট করতে বাধ্য হলাম।।  এতো বাজে নাটক এর আগে কখনো দেখিনি। বাজে সব চরিত্র বাজে সব গল্প।। তোদের মতো গল্পকার আছে বলেই বাংলার সংস্কৃতিকে তোরা নষ্ট করতে বাধ্য করিস।। সময় থাকতে এসব বাজে গল্প বাজে নাটক করা বন্ধ কর।।,0
"কলেজ ক্রাশ ' কি সুন্দর শিরোনাম, অথচ বাস্তবতা বহির্ভুত নাটক।কলেজ লাইফের ক্রাশ নিয়ে বাস্তবিক কোনো ঘটনা তুলে ধরতে পারলে তা হৃদয় ছুয়ে যেত।কাহিনী এমন ফালতু হলে সে নাটকের আর ইন্টারেস্ট থাকে কোনো?",0
তোদের মাইরে চুদি খানকির পোলা গরিব ছোট লোক গরিবের চোদা বেশার চোদা তোদের নাটকে এতো মিউজিক দিস কথাই বুঝা যায় না দেখে কি লাভ,0
অবাস্তব কন্টেন্ট ! দুই টা দামড়া আর দামড়ী রে কাস্ট করছে এমন কন্টেন্টে যা সম্পূর্ণ বেমানান ! যত্তসব ফাল্তু ডিরেক্টর ...,0
অসম্ভব ফালতু নাটক। দেখা সেরা বাজে নাটক। জীবনের সাথে কোনো মিল নেই।,0
"এমন ভালবাসা ইসলাম সমর্থন করে না,বিয়ের আগে কোনো পর নারি পুরুষ মেলামেশা ভালবাসা হারাম হারাম।ভালবাসা একটা পবিত্র নাম,যেটা হবে আল্লাহ্ ও আল্লাহর রসূল সঃ এর সাথে, মা বাবার সাথে, ভাই বোনের সাথে,বিয়ে করা স্ত্রীর সঙ্গে, এবং আত্মীয় সজন ও বন্ধুর সাথে।মুসলিম মনে রেখো তোমার ঈমান ধ্বংস করছে এসব ভালবাসার দুর গন্ধ এবং বিশ্বাস সমাজে ঢুকিয়ে,  সাবধান।।",0
নোংরা মনমানসিকতার একটা লিমিট আছে। এখানে  এই পাগল নাটক গল্পকার পরিচালক আর অভিনেতাদের আহম্মকী আর বেহায়াগিরি ফুঠে উঠছে।,0
"হারি আপ ব্রাদার! অ্যাটেনশন প্লিজ—বিলিভ মি, লেকচার আমি দিমু না। লেকচার আমি দিতে আসি নাই। মাগার ভাইয়া, পেঁয়াজের প্যাঁচে দ্যাশের ফাঁইস্যা যাওয়া দেইখ্যা দুই হরফ না কয়া উপায় নাই। কারেন্টের জালে আটকা খাওয়ার পর ভেটকি মাছ যেই তরিকায় দাঁত কেটকি মারে, পাবলিক অহন সেই দশায়। এই নিয়া বয়ান না দিলে হাজেরানে মজলিশ বইলা বসতে পারে, ‘এত্তো বড় ঝাঁজওয়ালা ইস্যু চাপা দিলা! এইডা একটা কাম করলা মিয়া?’ সো, দাদাভাই, গোল হয়া দাগের বাইরে দাঁড়ায়া, দুই হাতের বান্ধন ছাড়ায়া, কান দুইডা খাড়ায়া শোনেন।পরশু দিনকার ঘটনা। ‘এই হোটেলে সুলভে খাইবার সুব্যবস্থা আছে’—সাইনবোর্ড দেইখা ঢুকছিলাম ভাতের হোটেলে। ঢুইক্যা দেখি খাবার টেবিলডার পর নোটিশ লটকানো—‘খাইবার সময় পেঁয়াজ চাহিয়া লজ্জা দিবেন না’। এক কেজি পেঁয়াজের দাম যদি দেড় শ টাকা হয় তাইলে এই নোটিশ না টাঙ্গায়া উপায় আছে? হোটেলওয়ালা লজ্জা দিতে মানা করছে। আরে হুমুন্দি! লজ্জা দিমু কেমনে? আমার নিজের কাছে লজ্জা শরম থাকলে তো তরে দিমু! যারা পেঁয়াজ নিয়া লারাচারা করতাছেন তাগো কাছ থিকা কিছু লজ্জা শরম ধার কইরা হয়তো দিতে পারতাম। কিন্তু তারা তো পেঁয়াজ–রসুন ছাড়া আর কিছু মজুত করে না।",0
"এ নাটকের সবথেকে বাজে দিক হচ্ছে, এখানে বাবা-মাকে চরমভাবে অপমান অপদস্থ করা হয়েছে।। এগুলো দেখে অনেকেই বাবা-মায়ের সাথে এভাবে আচরণ করতে পারে।।। তাই আশা করি কোন নাটকে আর বাবা-মা কে অবমাননা অপমানজনক কোন ডায়ালগ থাকবে না",0
"এটা অনেক কষ্টের, আসলে মেয়েরা অনেক স্বার্থপর, একটা মেয়ে পৃথিবীর সব কিছু বুঝতে পারে কিন্তু তার বেষ্ট ফ্রেন্ড যে তাকে পাগলের মত ভালোবাসে এটা সে বুঝতে পারে না  অথবা ইচ্ছে করেই বুঝতে চায় না । নিজের ভালোবাসার মানুষটিকে চোখের সামনে অন্যের হাতে তুলে দিতে হয় । সারা জীবন এ কষ্টটা মনের মধ্যে থাকে ।",0
"মৃত্যুর মত এত কঠিন সত্যি আর কিছুই নেই।এই সত্যিইটা না আমরা খুব কম লোক ই মনে রাখি।একটু ভালো সময় আসলেই এই মৃত্যুর নামে যে কিছু আছে তা আমরা ভুলেই যাই।জন্মের পর মৃত্যু টা সব থেকে কঠিন সত্যিই। যদি কোন মানুষ মৃত্যুর কথা মনে রেখে চলে সে কখনো কোন রকম খারাপ কাজ করতে পারে না,কখনো কাউকে ঠকাতে  পারবে না।কিন্তু দুঃখের বিষয় আমাদের মাঝে আজ এই মৃত্যু নামক শব্দটা না নেই বল্লেই চলে।কারো মুখে মৃত্যুর কথা শুনলে একটু ভয় পেয়ে তা বন্ধ করতে বলে।প্রকৃতিপক্ষে আমাদের  সকলের উচিৎ এই মৃত্যু নামক কঠিন সত্যি টাকে মনে মাঝে গেথে নেওয়া।এটা কে মনের মাঝে করে চলা।মৃত্যু কে ভালবাসা মত সবসময় মনে করে চললে।কখনো ই আমরা কোন খারাপ কাজে ধাবিত হবো নাতাহলেই আমাদের জীবনে কখনো কোন রকম অন্যায় হতে পারে না।এই মৃত্যু কে মেনে নিয়ে চললেই আমাদের সমাজ তথা দেশে  সব ধরনের অন্যায় অবিচার অত্যাচার সমাজ তথা দেশ থেকে  কমতে থাকবে।সমাজে তথাদেশে শান্তি প্রতিষ্ঠিত হবে।আমরা সকলেই এই মৃত্যুর থেকে দূরে থাকতে চাই কিন্তু এটা থেকে কেউ কখনোই পার পাবেনা এটা ভূলেই যাই।মৃত্যুর জন্য  অপেক্ষা করাটাই আমাদের খুব বেশি প্রয়োজন কারন এটা কঠিন বাস্তব যে আমাদের একদিন মৃত্যু বরন করতেই হবে।এটা থেকে ধনী গরীব কেউই ছাড় পাবে না।সুতরাং সদা সব সময় মৃত্যুর কথা মনে রেখে চলা মৃত্যুর জন্য প্রস্তুত থাকাই আমাদের সকলের উচিৎ। আল্লাহু সকল কে বুঝার তৌফিক দান করোক মৃত্যুর কথা সকলের মনে রেখে সঠিক ভাবে চলার তৌফিক দান করোক। আমিনWriter.. Jobayer Shahriar Bhuiyan",0
"হায় রে বেষ্ট ফ্রেন্ড , বউ বিয়ের আসর থেকে পলায়া বেষ্ট ফ্রেন্ডের কাছে আশ্রয় চায়। আর এইসব দেখে মিথিলা আপু তাহসান ভাইরে ছেড়ে  ফয়াহি কাছে চলে যায়। আফসুস। আ ডিরেক্টর সাহেব অই এক বস্তা পচা প্রেমের কাহিনী ছাড়া কি আর কোন কনসেপ্ট নাই? :/",0
ভালো ছেলেদের বউ এমন আলট্রা মডার্ন হই । এরা জীবন টা ধ্বংস করে দেই ভালো ছেলেদের ।,0
"আরেফিন নিশু আগে ভালো নাটক করত, কিন্তু এখন আর তার অভিনয় ভালো লাগে না,কারন সব একঘেয়েমি অভিনয়, আর আমরা পরিবার নিয়ে এখন আর নাটক দেখতে পারি না, নাটকের মধ্যে গালাগালি করলে ভবিষ্যৎ প্রজন্ম কি শিখবে.........খুব লজ্জা পেলাম, ভালো লাগলো না",0
নাটক টার সব ভালা লাগলো কিন্তু গালি গুলা ভালো লাগলো না।।গালি টা বেমানান হয়ে গেলো?,0
মেয়েরা শত ভুল করে Just একবার Sorry বললেই সব ঠিক আর ছেলেরা একবার ভুল করে শত Sorry বললেও কিছুই ঠিক হয়না।।কি আজিবমেয়েরা,0
